x,y,pmi,count
wouldst,st,0.6949477325869223,6
when,grows,0.69487665910965,7
when,saw,0.69487665910965,25
when,begins,0.69487665910965,5
grows,when,0.69487665910965,7
begins,when,0.69487665910965,5
saw,when,0.69487665910965,25
loss,such,0.694846202608224,7
such,loss,0.694846202608224,7
his,pocket,0.6948088270935958,10
pocket,his,0.6948088270935958,10
these,ours,0.6947952619616461,5
ours,these,0.6947952619616461,5
lives,their,0.6947539232202682,18
their,lives,0.6947539232202682,18
enter,somerset,0.6945782774545577,15
somerset,enter,0.6945782774545577,15
bring,power,0.6945376049259029,6
power,bring,0.6945376049259029,6
lie,down,0.6943342993989461,9
down,lie,0.6943342993989461,9
is,fluellen,0.6942375206839153,35
fluellen,is,0.6942375206839153,35
prince,justice,0.6941891394125564,8
justice,prince,0.6941891394125564,8
never,did,0.6941394009074909,71
did,never,0.6941394009074909,71
son,lucius,0.6940972298431453,8
lucius,son,0.6940972298431453,8
fight,they,0.6939279736416564,30
they,fight,0.6939279736416564,30
master,host,0.6938216177820291,6
host,master,0.6938216177820291,6
thou,wak,0.6938119503589226,5
wak,thou,0.6938119503589226,5
ll,fetch,0.6937911289477259,13
fetch,ll,0.6937911289477259,13
no,virgilia,0.6937668385629299,6
virgilia,no,0.6937668385629299,6
page,daughter,0.6936573008489102,8
daughter,page,0.6936573008489102,8
whose,high,0.693629690659009,7
high,whose,0.693629690659009,7
believe,second,0.6935510112465078,6
second,believe,0.6935510112465078,6
sweet,heavens,0.6934717940995883,5
heavens,sweet,0.6934717940995883,5
daughter,duke,0.6934603865485958,21
duke,daughter,0.6934603865485958,21
this,sleeve,0.6934544069036627,6
sleeve,this,0.6934544069036627,6
sent,whom,0.6934370204038144,5
whom,sent,0.6934370204038144,5
not,afraid,0.693431868981973,15
afraid,not,0.693431868981973,15
eyes,others,0.6933288533749127,6
others,eyes,0.6933288533749127,6
wear,still,0.6932245749624153,5
still,wear,0.6932245749624153,5
loving,most,0.693103591888552,6
most,loving,0.693103591888552,6
first,born,0.6930006541108946,10
born,first,0.6930006541108946,10
till,sleep,0.6929648154325864,7
sleep,till,0.6929648154325864,7
thy,foes,0.6929620587336728,12
foes,thy,0.6929620587336728,12
attend,queen,0.6928694438200833,5
queen,attend,0.6928694438200833,5
sir,ephesus,0.6928625391132877,19
ephesus,sir,0.6928625391132877,19
s,cupid,0.6927616323543101,18
cupid,s,0.6927616323543101,18
upon,stands,0.692643777677358,12
upon,cheek,0.692643777677358,6
cheek,upon,0.692643777677358,6
stands,upon,0.692643777677358,12
st,know,0.6926410583315502,78
know,st,0.6926410583315502,78
god,claud,0.6925955736169385,5
claud,god,0.6925955736169385,5
there,scarce,0.6925818020109091,7
scarce,there,0.6925818020109091,7
king,clarence,0.6925527300544303,27
clarence,king,0.6925527300544303,27
means,what,0.6924927561666492,54
what,means,0.6924927561666492,54
or,steel,0.6924330964857777,7
steel,or,0.6924330964857777,7
these,hands,0.6923064615579514,18
enter,bianca,0.6923064615579514,12
business,some,0.6923064615579514,13
some,business,0.6923064615579514,13
hands,these,0.6923064615579514,18
bianca,enter,0.6923064615579514,12
our,displeasure,0.6922679278210109,5
displeasure,our,0.6922679278210109,5
hearted,king,0.692129234670406,5
king,wreck,0.692129234670406,5
king,hearted,0.692129234670406,5
wreck,king,0.692129234670406,5
where,stands,0.6920667516129099,9
stands,where,0.6920667516129099,9
why,ham,0.692036797170583,23
ham,why,0.692036797170583,23
wife,petruchio,0.6919828843802582,5
petruchio,wife,0.6919828843802582,5
die,death,0.6918560445696491,18
death,die,0.6918560445696491,18
months,lord,0.6918365833912031,5
lord,months,0.6918365833912031,5
lord,osw,0.6918365833912031,5
osw,lord,0.6918365833912031,5
first,general,0.6917812958501548,11
general,first,0.6917812958501548,11
d,proclaim,0.6917288141902771,23
proclaim,d,0.6917288141902771,23
stool,a,0.6915806751912548,10
a,stool,0.6915806751912548,10
at,blush,0.6914082306650511,6
blush,at,0.6914082306650511,6
house,keep,0.691288072826977,12
keep,house,0.691288072826977,12
are,grown,0.6910772094440292,9
grown,are,0.6910772094440292,9
king,palace,0.6910421390291918,21
palace,king,0.6910421390291918,21
brother,hector,0.690943804491943,6
hector,brother,0.690943804491943,6
never,till,0.6909043244849127,27
till,never,0.6909043244849127,27
prince,sirrah,0.6908753036334105,5
sirrah,prince,0.6908753036334105,5
they,villains,0.6908368966645145,5
villains,they,0.6908368966645145,5
put,down,0.6908034305038128,14
down,put,0.6908034305038128,14
not,reply,0.6907917728157645,8
reply,not,0.6907917728157645,8
eyes,seen,0.6906094050283441,8
seen,eyes,0.6906094050283441,8
as,big,0.6904491765523842,10
big,as,0.6904491765523842,10
do,chide,0.6904223176833999,8
do,assure,0.6904223176833999,8
assure,do,0.6904223176833999,8
chide,do,0.6904223176833999,8
more,leisure,0.6903775565927236,6
leisure,more,0.6903775565927236,6
how,jack,0.6903503824668469,8
jack,how,0.6903503824668469,8
night,sleep,0.6902965720584656,9
sleep,night,0.6902965720584656,9
eyes,heavy,0.6902842125894113,5
heavy,eyes,0.6902842125894113,5
thee,embrace,0.690268870289558,9
embrace,thee,0.690268870289558,9
sir,imogen,0.6902062954695476,19
imogen,sir,0.6902062954695476,19
great,chamber,0.6901921669191884,5
chamber,great,0.6901921669191884,5
nose,by,0.690188680724215,11
by,nose,0.690188680724215,11
most,dangerous,0.6901691585495027,5
dangerous,most,0.6901691585495027,5
her,loved,0.6901592981927742,7
loved,her,0.6901592981927742,7
rul,will,0.6899749142422624,6
will,rul,0.6899749142422624,6
noble,gentleman,0.6898635915436491,14
gentleman,noble,0.6898635915436491,14
fal,god,0.6897098853794503,6
god,fal,0.6897098853794503,6
measure,some,0.6896709429598135,5
some,measure,0.6896709429598135,5
are,services,0.689655622309235,5
services,are,0.689655622309235,5
we,citizen,0.6896419436136272,28
citizen,we,0.6896419436136272,28
dear,welcome,0.6896392079262044,7
welcome,dear,0.6896392079262044,7
blood,hands,0.6896173230471702,9
hands,blood,0.6896173230471702,9
new,mistress,0.6895407346540781,5
mistress,new,0.6895407346540781,5
thou,henceforth,0.6894471449564725,9
henceforth,thou,0.6894471449564725,9
he,knows,0.6893664096611067,56
knows,he,0.6893664096611067,56
d,swallow,0.68936208091117,9
d,attach,0.68936208091117,6
d,sow,0.68936208091117,6
d,prick,0.68936208091117,18
d,distemper,0.68936208091117,6
d,hop,0.68936208091117,6
attach,d,0.68936208091117,6
hop,d,0.68936208091117,6
prick,d,0.68936208091117,18
swallow,d,0.68936208091117,9
sow,d,0.68936208091117,6
distemper,d,0.68936208091117,6
winged,with,0.6893301861891712,5
enrich,with,0.6893301861891712,6
bag,with,0.6893301861891712,5
with,strew,0.6893301861891712,8
with,enrich,0.6893301861891712,6
with,bag,0.6893301861891712,5
with,winged,0.6893301861891712,5
strew,with,0.6893301861891712,8
away,thyself,0.6892727815916515,7
thyself,away,0.6892727815916515,7
at,court,0.6891579951546403,28
father,sake,0.6891579951546403,8
sake,father,0.6891579951546403,8
court,at,0.6891579951546403,28
now,rule,0.6890751127030027,6
rule,now,0.6890751127030027,6
thus,appear,0.6890432390483039,5
appear,thus,0.6890432390483039,5
give,over,0.6890049937502383,12
over,give,0.6890049937502383,12
lives,still,0.6889667518198739,5
still,lives,0.6889667518198739,5
am,autolycus,0.6889612889618445,7
autolycus,am,0.6889612889618445,7
just,most,0.6889175885711954,7
most,just,0.6889175885711954,7
other,th,0.6888520462290578,35
th,other,0.6888520462290578,35
th,writ,0.6888520462290578,5
writ,th,0.6888520462290578,5
mark,how,0.6888337626300765,23
how,mark,0.6888337626300765,23
living,men,0.688779415021497,5
men,living,0.688779415021497,5
set,crown,0.6885463126846446,6
enter,eros,0.6885463126846446,6
enter,romeo,0.6885463126846446,15
crown,set,0.6885463126846446,6
eros,enter,0.6885463126846446,6
romeo,enter,0.6885463126846446,15
is,evans,0.6885176611964992,42
evans,is,0.6885176611964992,42
be,dealing,0.6884202602731506,5
dealing,be,0.6884202602731506,5
contrary,king,0.6883362456532668,6
king,contrary,0.6883362456532668,6
kill,richard,0.6883280632796277,7
richard,kill,0.6883280632796277,7
but,notwithstanding,0.6883171536879091,6
notwithstanding,but,0.6883171536879091,6
both,wind,0.6882789722749079,5
wind,both,0.6882789722749079,5
might,found,0.6881949849802143,5
found,might,0.6881949849802143,5
our,colours,0.6881119680498532,8
colours,our,0.6881119680498532,8
shall,express,0.6880199727488412,7
express,shall,0.6880199727488412,7
love,rom,0.6879800006174485,15
rom,love,0.6879800006174485,15
thought,every,0.6879497968448682,8
every,thought,0.6879497968448682,8
sixpence,a,0.6879463905361608,7
crafty,a,0.6879463905361608,7
a,coil,0.6879463905361608,7
a,tapster,0.6879463905361608,7
a,sixpence,0.6879463905361608,7
a,crafty,0.6879463905361608,7
coil,a,0.6879463905361608,7
tapster,a,0.6879463905361608,7
excuse,must,0.6877829191291405,5
must,excuse,0.6877829191291405,5
before,run,0.6876385705509663,7
run,before,0.6876385705509663,7
in,christendom,0.6875851328931233,8
christendom,in,0.6875851328931233,8
more,number,0.6875846564085534,5
number,more,0.6875846564085534,5
are,afraid,0.6875319286793795,6
are,sold,0.6875319286793795,6
sold,are,0.6875319286793795,6
afraid,are,0.6875319286793795,6
lose,myself,0.6874017249662462,5
myself,lose,0.6874017249662462,5
till,years,0.6872569588677265,5
years,till,0.6872569588677265,5
never,gave,0.6871655525044524,10
gave,never,0.6871655525044524,10
heir,father,0.6871427039193148,5
use,sword,0.6871427039193148,5
father,heir,0.6871427039193148,5
sword,use,0.6871427039193148,5
when,came,0.6870513215976933,30
came,when,0.6870513215976933,30
hear,further,0.6870208650962676,7
further,hear,0.6870208650962676,7
loss,had,0.6869583271910686,7
had,loss,0.6869583271910686,7
he,slew,0.6868438789570648,10
slew,he,0.6868438789570648,10
ransom,their,0.6867772899457979,5
their,ransom,0.6867772899457979,5
content,be,0.6867573565877461,46
be,content,0.6867573565877461,46
tears,blood,0.6865262460700283,8
blood,tears,0.6865262460700283,8
but,nothing,0.6864299394986383,167
nothing,but,0.6864299394986383,167
enter,volumnia,0.6864121831719587,7
volumnia,enter,0.6864121831719587,7
your,request,0.6862918159374779,18
your,pox,0.6862918159374779,6
request,your,0.6862918159374779,18
pox,your,0.6862918159374779,6
third,second,0.6862823146817432,6
second,third,0.6862823146817432,6
are,things,0.6862098744410843,48
things,are,0.6862098744410843,48
poor,country,0.686199345881787,5
country,poor,0.686199345881787,5
when,went,0.6861904799245573,9
went,when,0.6861904799245573,9
thine,only,0.6860701741122284,6
only,thine,0.6860701741122284,6
humbly,sir,0.6860647475679063,7
sir,humbly,0.6860647475679063,7
of,member,0.686039311545205,8
member,of,0.686039311545205,8
exeunt,chamber,0.6858992705295532,5
chamber,exeunt,0.6858992705295532,5
head,angelo,0.6858802853934044,5
angelo,head,0.6858802853934044,5
noble,citizen,0.6858423176107249,5
citizen,noble,0.6858423176107249,5
our,army,0.6858201712702683,12
army,our,0.6858201712702683,12
old,talbot,0.685531106933199,5
talbot,old,0.685531106933199,5
touchstone,were,0.6855260484390967,6
were,touchstone,0.6855260484390967,6
command,can,0.6855176177465225,9
can,command,0.6855176177465225,9
maiden,by,0.6854248909281511,8
appears,by,0.6854248909281511,8
by,maiden,0.6854248909281511,8
by,appears,0.6854248909281511,8
news,how,0.6853869629352968,28
how,news,0.6853869629352968,28
me,persuade,0.6853130128750008,10
persuade,me,0.6853130128750008,10
heavy,hand,0.6852953172918297,6
hand,heavy,0.6852953172918297,6
against,state,0.6852826780309889,8
state,against,0.6852826780309889,8
enemy,been,0.6852731988267474,5
been,enemy,0.6852731988267474,5
enemies,our,0.6851675874030718,14
our,enemies,0.6851675874030718,14
at,tent,0.6851367212217162,10
tent,at,0.6851367212217162,10
lost,hath,0.6849573436862755,21
hath,lost,0.6849573436862755,21
neck,on,0.6849472401138758,10
on,neck,0.6849472401138758,10
thus,petruchio,0.6849266728534718,7
petruchio,thus,0.6849266728534718,7
it,built,0.6848942002147699,5
it,requires,0.6848942002147699,5
built,it,0.6848942002147699,5
requires,it,0.6848942002147699,5
speak,plain,0.6848689453965204,6
plain,speak,0.6848689453965204,6
away,presently,0.6848184401654015,5
presently,away,0.6848184401654015,5
letters,did,0.6847931897521903,9
did,letters,0.6847931897521903,9
fear,hearts,0.6846707460704894,5
hearts,fear,0.6846707460704894,5
a,ballad,0.6846686807749248,11
a,scholar,0.6846686807749248,11
ballad,a,0.6846686807749248,11
scholar,a,0.6846686807749248,11
hang,up,0.6844157563332106,11
up,hang,0.6844157563332106,11
falstaff,woman,0.6842010152519771,8
woman,falstaff,0.6842010152519771,8
grave,into,0.6841371937795895,5
into,grave,0.6841371937795895,5
th,wind,0.684053163347289,9
wind,th,0.684053163347289,9
from,n,0.683995401855021,18
n,from,0.683995401855021,18
god,sin,0.683995401855021,6
sin,god,0.683995401855021,6
thine,honour,0.6839670490244639,12
honour,thine,0.6839670490244639,12
an,shepherd,0.6839632687869065,10
shepherd,an,0.6839632687869065,10
in,reigns,0.6839508482380292,7
reigns,in,0.6839508482380292,7
o,misery,0.6839330280709466,5
misery,o,0.6839330280709466,5
tis,fault,0.6839254682209633,10
fault,tis,0.6839254682209633,10
good,nym,0.6838212636985219,7
nym,good,0.6838212636985219,7
cloak,me,0.6837591848063791,9
rul,me,0.6837591848063791,9
me,cloak,0.6837591848063791,9
me,rul,0.6837591848063791,9
enter,gloucester,0.6837421211959059,62
gloucester,enter,0.6837421211959059,62
being,grief,0.6836269593579827,6
grief,being,0.6836269593579827,6
yours,mine,0.6836190900648887,12
mine,yours,0.6836190900648887,12
night,romeo,0.6835891880514792,5
here,proclaim,0.6835891880514792,6
proclaim,here,0.6835891880514792,6
romeo,night,0.6835891880514792,5
heaven,mrs,0.6834570143423517,6
mrs,heaven,0.6834570143423517,6
more,remembrance,0.6834286966373957,6
remembrance,more,0.6834286966373957,6
wisdom,your,0.6832653613072901,26
your,wisdom,0.6832653613072901,26
he,dies,0.6832472167286329,26
dies,he,0.6832472167286329,26
held,hath,0.6832305243857695,7
hath,held,0.6832305243857695,7
sweet,margaret,0.6831820061871338,7
margaret,sweet,0.6831820061871338,7
s,knocks,0.6830017950651539,8
knocks,s,0.6830017950651539,8
borne,have,0.6829287213980135,20
have,experience,0.6829287213980135,5
have,yielded,0.6829287213980135,6
have,borne,0.6829287213980135,20
have,ld,0.6829287213980135,5
yielded,have,0.6829287213980135,6
experience,have,0.6829287213980135,5
ld,have,0.6829287213980135,5
make,ready,0.6829211790098454,10
ready,make,0.6829211790098454,10
edm,sir,0.6829119607133,9
sir,edm,0.6829119607133,9
into,england,0.6827988430073273,9
england,into,0.6827988430073273,9
there,abroad,0.6827778985168647,6
did,advantage,0.6827778985168647,5
advantage,did,0.6827778985168647,5
abroad,there,0.6827778985168647,6
are,fellows,0.682743627892905,11
fellows,are,0.682743627892905,11
pay,ll,0.6826769303249555,14
ll,pay,0.6826769303249555,14
before,london,0.6826648157192193,5
london,before,0.6826648157192193,5
enter,hastings,0.6825969801714433,15
hastings,enter,0.6825969801714433,15
his,oppose,0.6825743706765843,5
his,garment,0.6825743706765843,5
oppose,his,0.6825743706765843,5
garment,his,0.6825743706765843,5
in,sooth,0.6825056073638484,20
sooth,in,0.6825056073638484,20
no,mistake,0.6824858281532408,6
mistake,no,0.6824858281532408,6
had,wounds,0.6824500394903685,5
wounds,had,0.6824500394903685,5
tis,matter,0.6823185706243349,21
matter,tis,0.6823185706243349,21
dost,how,0.6822811488746636,38
how,dost,0.6822811488746636,38
here,sit,0.682167600916685,20
sit,here,0.682167600916685,20
pleas,be,0.6820800822421316,20
be,pleas,0.6820800822421316,20
assure,ll,0.6820433861106293,5
ll,assure,0.6820433861106293,5
rosalind,could,0.6818740595186201,7
could,rosalind,0.6818740595186201,7
dine,me,0.6818246850291795,8
me,dine,0.6818246850291795,8
fal,well,0.6817947943586693,14
well,fal,0.6817947943586693,14
hand,hold,0.6817341797083709,16
hold,hand,0.6817341797083709,16
they,their,0.6816935172246448,205
they,virtues,0.6816935172246448,5
their,they,0.6816935172246448,205
virtues,they,0.6816935172246448,5
saddle,my,0.6816859962575931,5
my,saddle,0.6816859962575931,5
d,betray,0.6816752522448791,21
betray,d,0.6816752522448791,21
best,were,0.6815957548106641,30
were,best,0.6815957548106641,30
cannot,unless,0.6815919951572709,5
unless,cannot,0.6815919951572709,5
thine,mine,0.6814945972997187,22
mine,thine,0.6814945972997187,22
eye,heaven,0.6814228444318986,12
heaven,eye,0.6814228444318986,12
guard,some,0.6813852643270075,7
some,guard,0.6813852643270075,7
first,lord,0.68137845485735,149
lord,first,0.68137845485735,149
faults,our,0.6812725435195477,12
our,faults,0.6812725435195477,12
our,griefs,0.6812725435195477,7
griefs,our,0.6812725435195477,7
this,bait,0.6812199504866511,5
bait,this,0.6812199504866511,5
her,husband,0.6812044555398479,48
husband,her,0.6812044555398479,48
sir,viola,0.6811974125649614,16
viola,sir,0.6811974125649614,16
there,something,0.6811841555103073,17
something,there,0.6811841555103073,17
herald,enter,0.6811222946054376,6
enter,nym,0.6811222946054376,6
enter,herald,0.6811222946054376,6
enter,stanley,0.6811222946054376,6
nym,enter,0.6811222946054376,6
stanley,enter,0.6811222946054376,6
as,wont,0.6811091502982408,10
wont,as,0.6811091502982408,10
mean,what,0.6810847404974196,59
what,mean,0.6810847404974196,59
be,gone,0.6810722709583381,131
gone,be,0.6810722709583381,131
ay,proteus,0.6809131059171158,7
proteus,ay,0.6809131059171158,7
deserv,it,0.6807382404436121,13
it,deserv,0.6807382404436121,13
other,lords,0.6807093779140672,14
lords,other,0.6807093779140672,14
had,writ,0.6807093779140672,6
writ,had,0.6807093779140672,6
which,often,0.6806843652732779,12
often,which,0.6806843652732779,12
nay,ford,0.6806450626052056,7
ford,nay,0.6806450626052056,7
art,base,0.6806343443129989,6
base,art,0.6806343443129989,6
o,gods,0.680543696004424,36
gods,o,0.680543696004424,36
all,hopes,0.6805218182126405,9
hopes,all,0.6805218182126405,9
do,remember,0.6804918161759526,30
remember,do,0.6804918161759526,30
portia,therefore,0.6804843159906144,5
therefore,portia,0.6804843159906144,5
tell,me,0.6804513804929933,341
me,tell,0.6804513804929933,341
him,box,0.6804318183196849,5
box,him,0.6804318183196849,5
upon,spend,0.6804093212603464,5
spend,upon,0.6804093212603464,5
most,fit,0.6804093212603464,8
fit,most,0.6804093212603464,8
d,convey,0.6804072382582437,18
convey,d,0.6804072382582437,18
not,canst,0.6803890124159974,60
canst,not,0.6803890124159974,60
look,on,0.6802962439386946,123
on,look,0.6802962439386946,123
his,keeps,0.6802825738969994,21
keeps,his,0.6802825738969994,21
gon,sir,0.6801719233472711,6
sir,gon,0.6801719233472711,6
we,march,0.6801607471429043,19
march,we,0.6801607471429043,19
tempt,not,0.6801554579699796,11
not,tempt,0.6801554579699796,11
would,wish,0.6799947404159534,24
wish,would,0.6799947404159534,24
near,comes,0.6799435726449858,7
comes,near,0.6799435726449858,7
alas,wife,0.679862251704405,5
wife,antipholus,0.679862251704405,5
wife,alas,0.679862251704405,5
antipholus,wife,0.679862251704405,5
king,trumpets,0.6798370608658546,11
trumpets,king,0.6798370608658546,11
very,pompey,0.6798151781187282,7
pompey,very,0.6798151781187282,7
nurse,god,0.6797583489117663,8
god,nurse,0.6797583489117663,8
is,impossible,0.6796788005129903,15
impossible,is,0.6796788005129903,15
his,lays,0.679568860536859,8
lays,his,0.679568860536859,8
take,lips,0.6795531570976454,7
lips,take,0.6795531570976454,7
high,both,0.6795050479674027,7
both,high,0.6795050479674027,7
we,hunt,0.679487943783088,5
we,miss,0.679487943783088,5
hunt,we,0.679487943783088,5
miss,we,0.679487943783088,5
at,sea,0.6794269333819367,26
sea,at,0.6794269333819367,26
please,messenger,0.6793981578654841,5
messenger,please,0.6793981578654841,5
their,shut,0.679353271866591,5
their,powers,0.679353271866591,5
powers,their,0.679353271866591,5
shut,their,0.679353271866591,5
fool,mad,0.6792971708909787,5
mad,fool,0.6792971708909787,5
them,owe,0.67928283513756,6
owe,them,0.67928283513756,6
holp,to,0.679269746384661,15
to,holp,0.679269746384661,15
in,smother,0.6791519653562605,6
in,closet,0.6791519653562605,12
closet,in,0.6791519653562605,12
smother,in,0.6791519653562605,6
sworn,be,0.6791088427263661,38
be,sworn,0.6791088427263661,38
ever,born,0.6790018252845205,5
born,ever,0.6790018252845205,5
schoolmaster,a,0.6789915478832342,8
a,schoolmaster,0.6789915478832342,8
these,three,0.6789766843033369,22
three,these,0.6789766843033369,22
field,er,0.678893457655397,5
er,field,0.678893457655397,5
come,petruchio,0.6788498691089758,21
petruchio,come,0.6788498691089758,21
thou,villain,0.6787232795646995,54
thou,damn,0.6787232795646995,18
damn,thou,0.6787232795646995,18
villain,thou,0.6787232795646995,54
will,dinner,0.6786939038325733,19
dinner,will,0.6786939038325733,19
they,weigh,0.6786880070849195,6
weigh,they,0.6786880070849195,6
like,wood,0.6786805379861601,5
wood,like,0.6786805379861601,5
call,prithee,0.6785813178622924,7
prithee,call,0.6785813178622924,7
noble,cassius,0.6785106506831433,6
cassius,noble,0.6785106506831433,6
give,kiss,0.678488875065083,12
kiss,give,0.678488875065083,12
render,shall,0.6784746548426108,7
shall,render,0.6784746548426108,7
shalt,hear,0.6783113172716092,11
hear,shalt,0.6783113172716092,11
of,dregs,0.6782139740332485,5
of,regions,0.6782139740332485,5
of,jewry,0.6782139740332485,5
of,epidamnum,0.6782139740332485,5
of,folded,0.6782139740332485,5
of,pangs,0.6782139740332485,10
of,coffer,0.6782139740332485,5
dregs,of,0.6782139740332485,5
epidamnum,of,0.6782139740332485,5
regions,of,0.6782139740332485,5
jewry,of,0.6782139740332485,5
folded,of,0.6782139740332485,5
pangs,of,0.6782139740332485,10
coffer,of,0.6782139740332485,5
lives,many,0.6781281808372848,5
many,lives,0.6781281808372848,5
who,door,0.6779137719660927,8
door,who,0.6779137719660927,8
love,fresh,0.6777763263127559,8
fresh,love,0.6777763263127559,8
admit,will,0.6777404578252507,5
glend,will,0.6777404578252507,5
ant,will,0.6777404578252507,5
will,glend,0.6777404578252507,5
will,admit,0.6777404578252507,5
will,today,0.6777404578252507,5
will,ant,0.6777404578252507,5
today,will,0.6777404578252507,5
no,abuse,0.6777393931287791,7
abuse,no,0.6777393931287791,7
have,lost,0.6777066807431916,62
lost,have,0.6777066807431916,62
hear,patience,0.6776808388421242,7
patience,hear,0.6776808388421242,7
our,sport,0.6776684192507224,15
sport,our,0.6776684192507224,15
escalus,well,0.6776601397204308,9
well,escalus,0.6776601397204308,9
now,grows,0.6776456509222208,9
grows,now,0.6776456509222208,9
commend,to,0.6776401216511528,70
to,commend,0.6776401216511528,70
am,perfect,0.6775318271810626,5
perfect,am,0.6775318271810626,5
strongly,him,0.6774263081799596,6
him,strongly,0.6774263081799596,6
who,angry,0.6773232967127888,5
angry,who,0.6773232967127888,5
prayers,their,0.6772552268108993,7
pray,sir,0.6772552268108993,84
their,prayers,0.6772552268108993,7
sir,pray,0.6772552268108993,84
of,piece,0.6772144465911218,62
piece,of,0.6772144465911218,62
in,earnest,0.6771912645907326,17
earnest,in,0.6771912645907326,17
gentle,peace,0.6771037032330659,8
peace,gentle,0.6771037032330659,8
queen,edward,0.6770751766368514,15
edward,queen,0.6770751766368514,15
are,saucy,0.6770664950012145,5
are,corin,0.6770664950012145,5
are,slaves,0.6770664950012145,5
slaves,are,0.6770664950012145,5
corin,are,0.6770664950012145,5
saucy,are,0.6770664950012145,5
dead,found,0.6770255696277734,5
found,dead,0.6770255696277734,5
whose,virtue,0.6769176939438153,5
virtue,whose,0.6769176939438153,5
rosalind,dear,0.6767540716448456,5
dear,rosalind,0.6767540716448456,5
else,gods,0.6764938904233667,5
gods,else,0.6764938904233667,5
chid,me,0.6760723561400882,6
me,chid,0.6760723561400882,6
may,occasion,0.6760445158578963,5
occasion,may,0.6760445158578963,5
th,purpose,0.6760148215238857,10
purpose,th,0.6760148215238857,10
d,venom,0.6759981193531887,8
venom,d,0.6759981193531887,8
sir,beseech,0.6759316881882934,25
beseech,sir,0.6759316881882934,25
world,end,0.6758960644868035,10
end,world,0.6758960644868035,10
remembrance,from,0.6758775116328415,7
from,remembrance,0.6758775116328415,7
from,thrust,0.6758775116328415,6
thrust,from,0.6758775116328415,6
not,amiss,0.675866094885869,13
amiss,not,0.675866094885869,13
prosperous,be,0.6758311329651301,6
be,prosperous,0.6758311329651301,6
you,urs,0.6758255678578193,10
urs,you,0.6758255678578193,10
loss,much,0.6757847592497063,5
much,loss,0.6757847592497063,5
greatest,which,0.6756883177801856,5
which,greatest,0.6756883177801856,5
though,ne,0.675654939183689,6
ne,though,0.675654939183689,6
came,off,0.6755993138897413,7
off,came,0.6755993138897413,7
hate,can,0.6755333968399215,9
can,hate,0.6755333968399215,9
calf,a,0.6753572632281402,17
a,calf,0.6753572632281402,17
small,some,0.675273122259171,5
some,small,0.675273122259171,5
he,deserves,0.6752620064072496,10
deserves,he,0.6752620064072496,10
thy,seest,0.6752332917732411,8
seest,thy,0.6752332917732411,8
good,advice,0.6750767840828414,5
good,gent,0.6750767840828414,5
advice,good,0.6750767840828414,5
gent,good,0.6750767840828414,5
edm,lord,0.675023084381553,10
lord,edm,0.675023084381553,10
before,hour,0.6750081035178275,11
hour,before,0.6750081035178275,11
how,canst,0.6749842025355295,15
canst,how,0.6749842025355295,15
hath,n,0.6749579984197795,13
n,hath,0.6749579984197795,13
st,mean,0.6748611708387892,13
mean,st,0.6748611708387892,13
sweet,kiss,0.6747895811318341,7
kiss,sweet,0.6747895811318341,7
an,action,0.6747226120519938,9
action,an,0.6747226120519938,9
go,home,0.674605441005309,24
home,go,0.674605441005309,24
are,welcome,0.6745918758733591,50
into,further,0.6745918758733591,5
further,into,0.6745918758733591,5
welcome,are,0.6745918758733591,50
son,brother,0.6745652011798343,19
brother,son,0.6745652011798343,19
our,mowbray,0.6745391608605793,8
mowbray,our,0.6745391608605793,8
thou,perjur,0.674506795163536,5
perjur,thou,0.674506795163536,5
poor,maid,0.6744291273303629,5
maid,poor,0.6744291273303629,5
come,kate,0.6743662635418904,10
kate,come,0.6743662635418904,10
let,entreat,0.6743471036617559,11
entreat,let,0.6743471036617559,11
death,almost,0.67431573258371,6
almost,death,0.67431573258371,6
speak,tongue,0.6743016483469718,21
tongue,speak,0.6743016483469718,21
hath,brought,0.674275681732843,16
brought,hath,0.674275681732843,16
he,does,0.6741749107660355,84
does,he,0.6741749107660355,84
son,cousin,0.6740493098320163,8
cousin,son,0.6740493098320163,8
farewell,fortune,0.6740114387099154,5
fortune,farewell,0.6740114387099154,5
since,been,0.673950908614551,13
been,since,0.673950908614551,13
into,court,0.6739180285979035,7
court,into,0.6739180285979035,7
days,even,0.6739116964361214,5
even,days,0.6739116964361214,5
tell,news,0.6738599872370549,14
news,tell,0.6738599872370549,14
enter,macduff,0.6738230558639383,11
macduff,enter,0.6738230558639383,11
say,dare,0.6738058222978598,15
dare,say,0.6738058222978598,15
up,takes,0.6737824349805236,5
takes,up,0.6737824349805236,5
god,justice,0.6737102294565648,9
justice,god,0.6737102294565648,9
brother,antonio,0.6736885466998807,7
antonio,brother,0.6736885466998807,7
d,crack,0.6736818766260078,17
crack,d,0.6736818766260078,17
whose,back,0.6736794637046195,9
back,whose,0.6736794637046195,9
with,remorse,0.6735359190059392,9
with,torch,0.6735359190059392,9
torch,with,0.6735359190059392,9
remorse,with,0.6735359190059392,9
go,ere,0.6735163627414488,26
ere,go,0.6735163627414488,26
strange,most,0.6733186415989928,12
most,strange,0.6733186415989928,12
reward,for,0.6732946098665901,11
for,reward,0.6732946098665901,11
this,adventure,0.6732510208153757,6
adventure,this,0.6732510208153757,6
husband,dead,0.6732325806106343,7
dead,husband,0.6732325806106343,7
