x,y,pmi,count
women,do,0.06977341975433365,7
put,which,0.06974278666608112,12
which,put,0.06974278666608112,12
how,horse,0.06972379523641783,5
how,cassius,0.06972379523641783,5
horse,how,0.06972379523641783,5
cassius,how,0.06972379523641783,5
find,man,0.06971535796152635,11
man,find,0.06971535796152635,11
thy,celia,0.06971276833577227,5
thy,bassanio,0.06971276833577227,5
celia,thy,0.06971276833577227,5
bassanio,thy,0.06971276833577227,5
great,therefore,0.06970909276444003,6
therefore,great,0.06970909276444003,6
a,life,0.06969314763135259,119
a,sport,0.06969314763135259,17
life,a,0.06969314763135259,119
sport,a,0.06969314763135259,17
dispatch,your,0.06967310443859057,6
your,dispatch,0.06967310443859057,6
that,art,0.06966420079626902,105
art,that,0.06966420079626902,105
to,any,0.06965661716625272,135
any,to,0.06965661716625272,135
and,doing,0.06965009442928378,19
and,bond,0.06965009442928378,19
doing,and,0.06965009442928378,19
bond,and,0.06965009442928378,19
o,fortune,0.06964561053182948,11
fortune,o,0.06964561053182948,11
would,mother,0.06964247842504154,10
mother,would,0.06964247842504154,10
madam,me,0.06963876811238275,39
me,madam,0.06963876811238275,39
know,for,0.06962823115668082,133
for,know,0.06962823115668082,133
should,off,0.06959884008698061,8
off,should,0.06959884008698061,8
more,be,0.0695884979249919,155
be,more,0.0695884979249919,155
in,understand,0.06956501817143389,11
in,berowne,0.06956501817143389,22
understand,in,0.06956501817143389,11
berowne,in,0.06956501817143389,22
his,made,0.06955938889752523,56
made,his,0.06955938889752523,56
praise,with,0.06954142790077716,14
thomas,with,0.06954142790077716,6
with,praise,0.06954142790077716,14
with,valour,0.06954142790077716,8
with,thomas,0.06954142790077716,6
valour,with,0.06954142790077716,8
was,blood,0.06953086488519529,15
blood,was,0.06953086488519529,15
for,same,0.06951463814435384,18
same,for,0.06951463814435384,18
s,wits,0.06951234195640962,6
s,worse,0.06951234195640962,12
wits,s,0.06951234195640962,6
worse,s,0.06951234195640962,12
them,these,0.06951192982139698,26
these,them,0.06951192982139698,26
ground,if,0.06949167681120824,6
if,ground,0.06949167681120824,6
else,mine,0.0694748392717501,5
mine,else,0.0694748392717501,5
thief,it,0.06947024732882592,5
stone,it,0.06947024732882592,5
it,stone,0.06947024732882592,5
it,thief,0.06947024732882592,5
count,me,0.06946473706140507,10
deserve,me,0.06946473706140507,5
niece,me,0.06946473706140507,5
claim,me,0.06946473706140507,5
me,count,0.06946473706140507,10
me,reasons,0.06946473706140507,5
me,niece,0.06946473706140507,5
me,claim,0.06946473706140507,5
me,deserve,0.06946473706140507,5
reasons,me,0.06946473706140507,5
this,do,0.06946421018690738,251
do,this,0.06946421018690738,251
at,might,0.06946247645909807,13
might,at,0.06946247645909807,13
very,that,0.06943550985530231,92
that,very,0.06943550985530231,92
pardon,not,0.06942662629241556,26
kneel,not,0.06942662629241556,6
not,honours,0.06942662629241556,6
not,pardon,0.06942662629241556,26
not,kneel,0.06942662629241556,6
not,consent,0.06942662629241556,8
consent,not,0.06942662629241556,8
honours,not,0.06942662629241556,6
he,r,0.06940902606214812,6
r,he,0.06940902606214812,6
princess,my,0.06940683974794468,21
my,sick,0.06940683974794468,21
my,princess,0.06940683974794468,21
sick,my,0.06940683974794468,21
thou,hands,0.06940299443378349,17
hands,thou,0.06940299443378349,17
have,loss,0.06938891238662107,7
have,bianca,0.06938891238662107,7
loss,have,0.06938891238662107,7
bianca,have,0.06938891238662107,7
hither,by,0.06937925338341366,11
by,hither,0.06937925338341366,11
is,book,0.06934628321903807,10
is,menas,0.06934628321903807,5
is,trick,0.06934628321903807,5
is,maintain,0.06934628321903807,5
is,lovely,0.06934628321903807,5
is,ferdinand,0.06934628321903807,5
lovely,is,0.06934628321903807,5
book,is,0.06934628321903807,10
maintain,is,0.06934628321903807,5
ferdinand,is,0.06934628321903807,5
trick,is,0.06934628321903807,5
menas,is,0.06934628321903807,5
i,exit,0.06933438625621542,191
exit,i,0.06933438625621542,191
we,berowne,0.06929316657335509,7
let,second,0.06929316657335509,14
second,let,0.06929316657335509,14
berowne,we,0.06929316657335509,7
dream,to,0.06928238665459735,25
to,dream,0.06928238665459735,25
mark,here,0.06924530158120812,6
here,mark,0.06924530158120812,6
a,found,0.0692447278889809,32
a,buried,0.0692447278889809,8
buried,a,0.0692447278889809,8
found,a,0.0692447278889809,32
lucius,my,0.06924396913590895,31
my,lucius,0.06924396913590895,31
york,be,0.0692330179838291,34
be,york,0.0692330179838291,34
sweet,henry,0.06921134030682544,5
henry,sweet,0.06921134030682544,5
yet,keep,0.06920571859530156,8
keep,yet,0.06920571859530156,8
mean,my,0.06919647671069856,36
my,mean,0.06919647671069856,36
tide,and,0.06919270156772869,13
and,tide,0.06919270156772869,13
o,sleep,0.06918449442207603,8
sleep,o,0.06918449442207603,8
neck,the,0.06917598089157968,19
the,knock,0.06917598089157968,19
the,neck,0.06917598089157968,19
knock,the,0.06917598089157968,19
to,almost,0.06917379946015666,31
almost,to,0.06917379946015666,31
look,hand,0.06916269770215759,8
hand,look,0.06916269770215759,8
have,means,0.06915294689214285,16
means,have,0.06915294689214285,16
more,seem,0.0691342488924217,5
seem,more,0.0691342488924217,5
him,comes,0.06913117025680983,31
comes,him,0.06913117025680983,31
was,time,0.06912892641883467,25
time,was,0.06912892641883467,25
question,by,0.0691244604855785,6
by,question,0.0691244604855785,6
right,you,0.06911514501918103,44
you,right,0.06911514501918103,44
s,heavy,0.06907869790450132,13
heavy,s,0.06907869790450132,13
see,she,0.06907719003518975,33
she,see,0.06907719003518975,33
fall,did,0.06906328794066384,6
turn,did,0.06906328794066384,6
did,thing,0.06906328794066384,6
did,turn,0.06906328794066384,6
did,fall,0.06906328794066384,6
thing,did,0.06906328794066384,6
tis,timon,0.06905350113303528,5
timon,tis,0.06905350113303528,5
toby,me,0.06904082830944391,16
nothing,me,0.06904082830944391,48
me,nothing,0.06904082830944391,48
me,toby,0.06904082830944391,16
let,ere,0.06903882133510242,9
let,within,0.06903882133510242,12
within,let,0.06903882133510242,12
ere,let,0.06903882133510242,9
d,ass,0.06903079353048201,8
d,alive,0.06903079353048201,8
ass,d,0.06903079353048201,8
alive,d,0.06903079353048201,8
was,rome,0.06902849989927443,8
rome,was,0.06902849989927443,8
from,edward,0.06901863742311035,10
edward,from,0.06901863742311035,10
her,after,0.06901313288263818,15
after,her,0.06901313288263818,15
there,spirit,0.06900212401099395,6
spirit,there,0.06900212401099395,6
never,thee,0.06899180344726676,32
thee,never,0.06899180344726676,32
note,you,0.06897991397904016,19
you,note,0.06897991397904016,19
father,those,0.0689654297875001,6
those,father,0.0689654297875001,6
ears,will,0.06894708383831993,8
jul,will,0.06894708383831993,6
will,ears,0.06894708383831993,8
will,jul,0.06894708383831993,6
now,ford,0.0689390577292452,8
ford,now,0.0689390577292452,8
house,life,0.06893515938692774,5
life,house,0.06893515938692774,5
out,them,0.06891023047897595,28
them,out,0.06891023047897595,28
were,edward,0.06890733694020922,6
edward,were,0.06890733694020922,6
dew,my,0.06890213953785758,5
lovell,my,0.06890213953785758,5
my,monsieur,0.06890213953785758,5
my,practice,0.06890213953785758,5
my,dew,0.06890213953785758,5
my,lovell,0.06890213953785758,5
my,murtherer,0.06890213953785758,5
monsieur,my,0.06890213953785758,5
practice,my,0.06890213953785758,5
murtherer,my,0.06890213953785758,5
no,war,0.0688879234315211,10
war,no,0.0688879234315211,10
do,clarence,0.06886453665615931,8
clarence,do,0.06886453665615931,8
thy,read,0.06885192666263615,8
read,thy,0.06885192666263615,8
me,soon,0.06884827921211861,11
soon,me,0.06884827921211861,11
tis,else,0.06884313809578925,6
else,tis,0.06884313809578925,6
if,less,0.06883014662708777,8
less,if,0.06883014662708777,8
in,guess,0.06881944806230823,6
in,treasure,0.06881944806230823,6
in,promis,0.06881944806230823,6
in,thisby,0.06881944806230823,6
treasure,in,0.06881944806230823,6
guess,in,0.06881944806230823,6
thisby,in,0.06881944806230823,6
promis,in,0.06881944806230823,6
his,full,0.06881757715810338,29
full,his,0.06881757715810338,29
say,friend,0.068814098878749,8
friend,say,0.068814098878749,8
daughter,shall,0.06881066015268081,16
shall,daughter,0.06881066015268081,16
very,against,0.06880034413783927,5
against,very,0.06880034413783927,5
make,must,0.06879667628050241,25
must,make,0.06879667628050241,25
much,it,0.06878712570641776,77
it,much,0.06878712570641776,77
as,devil,0.06877627438943883,12
devil,as,0.06877627438943883,12
thy,out,0.06877375287394459,55
out,thy,0.06877375287394459,55
bring,king,0.06876333949749884,14
king,bring,0.06876333949749884,14
and,cheek,0.06875862408841008,20
cheek,and,0.06875862408841008,20
it,learn,0.06873972658146993,9
learn,it,0.06873972658146993,9
i,instant,0.06873757162046959,13
instant,i,0.06873757162046959,13
we,ne,0.06873386903062925,8
ne,we,0.06873386903062925,8
this,lafeu,0.06873043093975657,8
this,under,0.06873043093975657,20
lafeu,this,0.06873043093975657,8
under,this,0.06873043093975657,20
by,ha,0.06872437341729869,7
ha,by,0.06872437341729869,7
seize,to,0.06872164483117967,6
tempt,to,0.06872164483117967,6
ireland,to,0.06872164483117967,6
loyal,to,0.06872164483117967,6
hermione,to,0.06872164483117967,12
to,taken,0.06872164483117967,18
to,shepherd,0.06872164483117967,24
to,growing,0.06872164483117967,6
to,consul,0.06872164483117967,6
to,discharge,0.06872164483117967,6
to,loyal,0.06872164483117967,6
to,tempt,0.06872164483117967,6
to,ireland,0.06872164483117967,6
to,seize,0.06872164483117967,6
to,hermione,0.06872164483117967,12
growing,to,0.06872164483117967,6
taken,to,0.06872164483117967,18
shepherd,to,0.06872164483117967,24
discharge,to,0.06872164483117967,6
consul,to,0.06872164483117967,6
due,your,0.06871965843126795,5
your,due,0.06871965843126795,5
your,greatness,0.06871965843126795,5
greatness,your,0.06871965843126795,5
should,show,0.06870980296607096,8
show,should,0.06870980296607096,8
despite,that,0.06870865699626053,6
save,that,0.06870865699626053,24
short,that,0.06870865699626053,12
that,save,0.06870865699626053,24
that,didst,0.06870865699626053,21
that,short,0.06870865699626053,12
that,number,0.06870865699626053,6
that,despite,0.06870865699626053,6
number,that,0.06870865699626053,6
didst,that,0.06870865699626053,21
s,treason,0.06870734732017983,7
s,mercy,0.06870734732017983,14
mercy,s,0.06870734732017983,14
treason,s,0.06870734732017983,7
an,too,0.06870546822661477,23
too,an,0.06870546822661477,23
home,their,0.06870341831563465,7
their,home,0.06870341831563465,7
so,holy,0.06869765583993147,10
so,poins,0.06869765583993147,5
holy,so,0.06869765583993147,10
poins,so,0.06869765583993147,5
own,nor,0.06867788065246799,7
nor,own,0.06867788065246799,7
yet,will,0.068668779130364,80
will,yet,0.068668779130364,80
my,does,0.06863062062816756,39
does,my,0.06863062062816756,39
virtue,o,0.06862157213729685,6
o,virtue,0.06862157213729685,6
his,safety,0.0686151560489141,5
his,ne,0.0686151560489141,15
ne,his,0.0686151560489141,15
safety,his,0.0686151560489141,5
beauteous,the,0.06858949264322772,10
wounded,the,0.06858949264322772,10
chaste,the,0.06858949264322772,10
the,add,0.06858949264322772,10
the,wounded,0.06858949264322772,10
the,disdain,0.06858949264322772,10
the,misery,0.06858949264322772,10
the,beauteous,0.06858949264322772,10
the,chaste,0.06858949264322772,10
the,places,0.06858949264322772,10
add,the,0.06858949264322772,10
disdain,the,0.06858949264322772,10
places,the,0.06858949264322772,10
misery,the,0.06858949264322772,10
mean,me,0.06858052674870334,23
me,mean,0.06858052674870334,23
now,it,0.06854489229116796,206
it,now,0.06854489229116796,206
no,queen,0.06852661352557064,36
queen,no,0.06852661352557064,36
tell,wife,0.06852228614785655,6
wife,tell,0.06852228614785655,6
ground,our,0.06848868679981221,5
from,truth,0.06848868679981221,9
truth,from,0.06848868679981221,9
our,ground,0.06848868679981221,5
bring,lord,0.06847068821829605,14
lord,bring,0.06847068821829605,14
of,rare,0.06846715403899507,10
of,vile,0.06846715403899507,20
rare,of,0.06846715403899507,10
vile,of,0.06846715403899507,20
fall,the,0.06846713893572647,91
the,fall,0.06846713893572647,91
think,himself,0.06846669590674699,5
himself,think,0.06846669590674699,5
myself,such,0.0684611983574651,8
such,myself,0.0684611983574651,8
once,a,0.06845724901156706,58
a,once,0.06845724901156706,58
marcius,if,0.06843371165487457,5
if,marcius,0.06843371165487457,5
if,tranio,0.06843371165487457,5
tranio,if,0.06843371165487457,5
use,i,0.06842813485504302,69
i,use,0.06842813485504302,69
i,offer,0.06842813485504302,23
offer,i,0.06842813485504302,23
are,sight,0.06840949862002155,7
sight,are,0.06840949862002155,7
it,second,0.06840036771919117,43
second,it,0.06840036771919117,43
page,and,0.0683965611396339,109
and,page,0.0683965611396339,109
the,sight,0.0683711993579566,51
sight,the,0.0683711993579566,51
bring,and,0.06836981969189275,116
and,bring,0.06836981969189275,116
yours,shall,0.06835991337438452,9
shall,yours,0.06835991337438452,9
us,for,0.06833609065881109,128
margaret,for,0.06833609065881109,16
for,us,0.06833609065881109,128
for,margaret,0.06833609065881109,16
me,amen,0.06833523192043521,6
amen,me,0.06833523192043521,6
d,tear,0.06833425050722762,7
d,princely,0.06833425050722762,7
tear,d,0.06833425050722762,7
princely,d,0.06833425050722762,7
third,be,0.06833105611881128,17
be,third,0.06833105611881128,17
is,doubt,0.0683232097614592,16
doubt,is,0.0683232097614592,16
thou,till,0.0683180922045825,33
till,thou,0.0683180922045825,33
what,sir,0.06830088377768419,128
sir,what,0.06830088377768419,128
thought,who,0.06823952185786387,5
who,thought,0.06823952185786387,5
he,villain,0.06823047857660539,16
villain,he,0.06823047857660539,16
have,therefore,0.0681979761323564,38
therefore,have,0.0681979761323564,38
give,hope,0.06819556640943698,5
even,before,0.06819556640943698,5
before,many,0.06819556640943698,5
before,th,0.06819556640943698,10
before,even,0.06819556640943698,5
th,before,0.06819556640943698,10
many,before,0.06819556640943698,5
hope,give,0.06819556640943698,5
was,high,0.06819251411293306,6
high,was,0.06819251411293306,6
in,seems,0.06818957923267877,13
seems,in,0.06818957923267877,13
thou,true,0.0681863031107052,43
true,thou,0.0681863031107052,43
behold,o,0.0681717590655961,5
o,behold,0.0681717590655961,5
at,state,0.0681589402671506,8
state,at,0.0681589402671506,8
appears,a,0.06815763224776679,7
a,appears,0.06815763224776679,7
loss,my,0.06814618724620061,14
simple,my,0.06814618724620061,14
my,loss,0.06814618724620061,14
my,simple,0.06814618724620061,14
the,within,0.06814429067507267,125
within,the,0.06814429067507267,125
never,or,0.06813605049668342,24
pray,him,0.06813605049668342,38
or,never,0.06813605049668342,24
him,pray,0.06813605049668342,38
more,indeed,0.06813009935396833,10
indeed,more,0.06813009935396833,10
to,elizabeth,0.06811296290687083,23
elizabeth,to,0.06811296290687083,23
and,place,0.06808996424592371,118
place,and,0.06808996424592371,118
nurse,come,0.06806921927067336,5
come,purpose,0.06806921927067336,5
come,nurse,0.06806921927067336,5
purpose,come,0.06806921927067336,5
my,wilt,0.06804413237981555,37
wilt,my,0.06804413237981555,37
me,off,0.06803848132337302,38
off,me,0.06803848132337302,38
all,under,0.06803229866574595,12
under,all,0.06803229866574595,12
i,knowing,0.06802619638868235,10
i,wont,0.06802619638868235,10
knowing,i,0.06802619638868235,10
wont,i,0.06802619638868235,10
of,breast,0.06801919682351555,17
breast,of,0.06801919682351555,17
but,else,0.06800229662905806,27
else,but,0.06800229662905806,27
in,pleasure,0.06800079658162825,20
pleasure,in,0.06800079658162825,20
shall,wars,0.06799965248113926,5
wars,shall,0.06799965248113926,5
hear,sir,0.06798805909953053,24
sir,hear,0.06798805909953053,24
turn,they,0.06797890664844398,9
they,turn,0.06797890664844398,9
for,friend,0.06796239683230973,34
friend,for,0.06796239683230973,34
ceremony,and,0.06795362945218027,7
ev,and,0.06795362945218027,7
eldest,and,0.06795362945218027,7
exceeding,and,0.06795362945218027,7
aboard,and,0.06795362945218027,7
and,sue,0.06795362945218027,7
and,blow,0.06795362945218027,21
and,ev,0.06795362945218027,7
and,exceeding,0.06795362945218027,7
and,aboard,0.06795362945218027,7
and,eldest,0.06795362945218027,7
and,south,0.06795362945218027,7
and,extremity,0.06795362945218027,7
and,ceremony,0.06795362945218027,7
extremity,and,0.06795362945218027,7
blow,and,0.06795362945218027,21
sue,and,0.06795362945218027,7
south,and,0.06795362945218027,7
we,grow,0.06795206057124807,5
we,eat,0.06795206057124807,5
we,wherefore,0.06795206057124807,5
we,want,0.06795206057124807,5
wherefore,we,0.06795206057124807,5
eat,we,0.06795206057124807,5
grow,we,0.06795206057124807,5
want,we,0.06795206057124807,5
sweet,why,0.06795068780508141,12
why,sweet,0.06795068780508141,12
than,fool,0.06794382403933572,9
than,fear,0.06794382403933572,13
fear,than,0.06794382403933572,13
fool,than,0.06794382403933572,9
world,well,0.06791331972617744,15
well,world,0.06791331972617744,15
in,itself,0.06790993049030332,27
itself,in,0.06790993049030332,27
eyes,other,0.06790264372273774,5
other,eyes,0.06790264372273774,5
hate,to,0.06789833750991403,34
to,hate,0.06789833750991403,34
indeed,man,0.06788790110180731,9
man,indeed,0.06788790110180731,9
there,before,0.06787374758633505,19
before,there,0.06787374758633505,19
she,antony,0.06784164302288279,12
she,together,0.06784164302288279,6
together,she,0.06784164302288279,6
antony,she,0.06784164302288279,12
of,pay,0.06783268426668572,24
pay,of,0.06783268426668572,24
book,it,0.06782830026184919,8
it,book,0.06782830026184919,8
beauty,how,0.06781480542908673,5
how,beauty,0.06781480542908673,5
he,brother,0.067800100499661,41
brother,he,0.067800100499661,41
king,welcome,0.06779284863129129,11
welcome,king,0.06779284863129129,11
doth,my,0.06777872141135223,113
my,doth,0.06777872141135223,113
thou,poison,0.06775168262719372,5
thou,troy,0.06775168262719372,5
poison,thou,0.06775168262719372,5
troy,thou,0.06775168262719372,5
the,break,0.06773373969264442,65
break,the,0.06773373969264442,65
my,ne,0.06772678162992296,27
my,forbid,0.06772678162992296,9
my,plantagenet,0.06772678162992296,9
ne,my,0.06772678162992296,27
forbid,my,0.06772678162992296,9
plantagenet,my,0.06772678162992296,9
how,me,0.06770899607738709,162
me,how,0.06770899607738709,162
with,a,0.06770633190949019,1058
a,with,0.06770633190949019,1058
shall,under,0.06770511568999009,11
under,shall,0.06770511568999009,11
he,me,0.06770117384088135,480
me,he,0.06770117384088135,480
s,true,0.0676967269295103,62
true,s,0.0676967269295103,62
this,days,0.0676801414752586,14
days,this,0.0676801414752586,14
by,done,0.06766991107367064,25
done,by,0.06766991107367064,25
of,half,0.06766587247976708,38
half,of,0.06766587247976708,38
time,nothing,0.06765760355356887,7
nothing,time,0.06765760355356887,7
in,wait,0.06765041779545665,7
wait,in,0.06765041779545665,7
his,sent,0.06763811518260238,18
sent,his,0.06763811518260238,18
thee,honest,0.06763735308530448,9
honest,thee,0.06763735308530448,9
for,having,0.06763049426980239,12
having,for,0.06763049426980239,12
green,with,0.0676155068647387,9
with,green,0.0676155068647387,9
be,sharp,0.06761083293234932,5
be,priest,0.06761083293234932,5
sharp,be,0.06761083293234932,5
priest,be,0.06761083293234932,5
mind,ll,0.06760534620633647,9
ll,mind,0.06760534620633647,9
but,thine,0.06760361191080803,29
thine,but,0.06760361191080803,29
is,falstaff,0.06759391574977232,42
falstaff,is,0.06759391574977232,42
brows,the,0.0675783292483654,11
the,brows,0.0675783292483654,11
the,disposition,0.0675783292483654,11
the,reverence,0.0675783292483654,11
the,methought,0.0675783292483654,11
the,ratcliff,0.0675783292483654,11
methought,the,0.0675783292483654,11
disposition,the,0.0675783292483654,11
reverence,the,0.0675783292483654,11
ratcliff,the,0.0675783292483654,11
am,you,0.0675760017121595,275
you,am,0.0675760017121595,275
she,o,0.06754670618173193,69
o,she,0.06754670618173193,69
cressida,me,0.06753023728420542,14
me,cressida,0.06753023728420542,14
he,approach,0.06752488218759672,5
approach,he,0.06752488218759672,5
rest,well,0.06750533991045031,8
well,rest,0.06750533991045031,8
have,cross,0.06750476851206966,6
cross,have,0.06750476851206966,6
sad,lord,0.06750019735208845,5
lord,sad,0.06750019735208845,5
heart,can,0.06748824223806675,13
can,heart,0.06748824223806675,13
this,unto,0.06746315696817014,29
unto,this,0.06746315696817014,29
fond,to,0.06744991776754236,11
to,clouds,0.06744991776754236,11
to,feet,0.06744991776754236,11
to,fond,0.06744991776754236,11
to,shore,0.06744991776754236,11
clouds,to,0.06744991776754236,11
shore,to,0.06744991776754236,11
feet,to,0.06744991776754236,11
when,night,0.06744507832854513,17
night,when,0.06744507832854513,17
this,live,0.06743338324026604,34
live,this,0.06743338324026604,34
we,host,0.06743163572538463,6
we,merry,0.06743163572538463,6
merry,we,0.06743163572538463,6
host,we,0.06743163572538463,6
that,begin,0.06742565907083309,13
begin,that,0.06742565907083309,13
thy,fly,0.06742097155618741,9
fly,thy,0.06742097155618741,9
in,than,0.0674169888826059,210
than,in,0.0674169888826059,210
d,fail,0.0674072608662684,6
d,five,0.0674072608662684,12
five,d,0.0674072608662684,12
fail,d,0.0674072608662684,6
harry,and,0.06739932882568526,29
dauphin,and,0.06739932882568526,29
and,harry,0.06739932882568526,29
and,dauphin,0.06739932882568526,29
of,commanded,0.06738005839778087,7
of,inform,0.06738005839778087,7
of,favours,0.06738005839778087,7
of,children,0.06738005839778087,21
of,drums,0.06738005839778087,7
of,sends,0.06738005839778087,7
of,sore,0.06738005839778087,7
of,fairies,0.06738005839778087,7
of,duncan,0.06738005839778087,7
commanded,of,0.06738005839778087,7
drums,of,0.06738005839778087,7
sends,of,0.06738005839778087,7
sore,of,0.06738005839778087,7
children,of,0.06738005839778087,21
inform,of,0.06738005839778087,7
favours,of,0.06738005839778087,7
fairies,of,0.06738005839778087,7
duncan,of,0.06738005839778087,7
after,if,0.06737831749780918,15
if,after,0.06737831749780918,15
will,fast,0.06735916805868804,7
fast,will,0.06735916805868804,7
there,word,0.06735394563092079,11
one,saw,0.06735394563092079,5
word,there,0.06735394563092079,11
saw,one,0.06735394563092079,5
thou,well,0.06734579990428338,115
well,thou,0.06734579990428338,115
me,sir,0.06734104343154956,204
sir,me,0.06734104343154956,204
are,fly,0.06731967500696114,8
are,valentine,0.06731967500696114,8
fly,are,0.06731967500696114,8
valentine,are,0.06731967500696114,8
make,red,0.06731190737481124,5
red,make,0.06731190737481124,5
these,said,0.06728814842120426,5
said,these,0.06728814842120426,5
freely,you,0.06728344900193661,7
you,freely,0.06728344900193661,7
his,strong,0.06726291474293451,13
strong,his,0.06726291474293451,13
s,dream,0.06726210644599888,10
dream,s,0.06726210644599888,10
this,safety,0.06726073585898096,5
this,plantagenet,0.06726073585898096,5
this,arthur,0.06726073585898096,5
this,forbid,0.06726073585898096,5
arthur,this,0.06726073585898096,5
forbid,this,0.06726073585898096,5
safety,this,0.06726073585898096,5
plantagenet,this,0.06726073585898096,5
mine,me,0.06725922667827942,89
me,mine,0.06725922667827942,89
must,better,0.06725241090483623,9
better,must,0.06725241090483623,9
die,in,0.06724648552460472,52
in,die,0.06724648552460472,52
these,should,0.06723210680787357,21
should,these,0.06723210680787357,21
them,pray,0.06722510211465482,15
them,wish,0.06722510211465482,5
pray,them,0.06722510211465482,15
wish,them,0.06722510211465482,5
loving,so,0.06722297027392579,6
so,loving,0.06722297027392579,6
poor,their,0.06721898774235704,13
their,poor,0.06721898774235704,13
he,swear,0.06719323308258825,17
swear,he,0.06719323308258825,17
not,sir,0.06718649313552726,227
sir,not,0.06718649313552726,227
walk,to,0.06716781676255801,27
to,walk,0.06716781676255801,27
come,our,0.06716663256151693,70
our,come,0.06716663256151693,70
more,half,0.06712826619482305,5
half,more,0.06712826619482305,5
ill,all,0.06709646288010344,11
all,ill,0.06709646288010344,11
these,since,0.06709203440481985,6
since,these,0.06709203440481985,6
my,ll,0.06709111358570231,286
ll,my,0.06709111358570231,286
glory,with,0.06706680877292175,7
humour,with,0.06706680877292175,7
colour,with,0.06706680877292175,7
with,colour,0.06706680877292175,7
with,glory,0.06706680877292175,7
with,humour,0.06706680877292175,7
we,quickly,0.06706028514106314,7
quickly,we,0.06706028514106314,7
he,serve,0.06705512066867081,12
serve,he,0.06705512066867081,12
hurt,that,0.0670414976287975,10
that,hurt,0.0670414976287975,10
that,judge,0.0670414976287975,10
judge,that,0.0670414976287975,10
at,strong,0.06703236510389629,5
strong,at,0.06703236510389629,5
and,happy,0.067026639811221,52
happy,and,0.067026639811221,52
thy,rest,0.0670129917404603,14
rest,thy,0.0670129917404603,14
do,such,0.06698991000029894,53
such,do,0.06698991000029894,53
his,died,0.06694157215934803,7
his,worst,0.06694157215934803,7
worst,his,0.06694157215934803,7
died,his,0.06694157215934803,7
speech,be,0.06693171710686233,9
posthumus,be,0.06693171710686233,9
be,speech,0.06693171710686233,9
be,posthumus,0.06693171710686233,9
after,me,0.06692746899604488,32
me,after,0.06692746899604488,32
been,duke,0.06692575708253683,8
duke,been,0.06692575708253683,8
her,once,0.06691000779487377,15
once,her,0.06691000779487377,15
fear,which,0.06689494379325484,16
which,fear,0.06689494379325484,16
sicinius,him,0.06689200930829244,7
him,sicinius,0.06689200930829244,7
madam,most,0.06688505357128743,6
most,madam,0.06688505357128743,6
ransom,and,0.06688261908965472,15
mend,and,0.06688261908965472,15
traitors,and,0.06688261908965472,15
and,ransom,0.06688261908965472,15
and,nought,0.06688261908965472,15
and,traitors,0.06688261908965472,15
and,weigh,0.06688261908965472,15
and,mend,0.06688261908965472,15
nought,and,0.06688261908965472,15
weigh,and,0.06688261908965472,15
know,cleopatra,0.06687896739279309,5
cleopatra,know,0.06687896739279309,5
he,faith,0.06687457837469543,26
faith,he,0.06687457837469543,26
more,wilt,0.06684245211283689,7
more,comes,0.06684245211283689,14
wilt,more,0.06684245211283689,7
comes,more,0.06684245211283689,14
pity,on,0.0668385399435034,7
on,pity,0.0668385399435034,7
d,twere,0.06681838690227836,11
d,forth,0.06681838690227836,33
twere,d,0.06681838690227836,11
forth,d,0.06681838690227836,33
where,without,0.06680776544040895,5
without,where,0.06680776544040895,5
them,not,0.0668024824662667,165
not,them,0.0668024824662667,165
of,officer,0.0667772901096203,18
officer,of,0.0667772901096203,18
in,twice,0.06677570555232201,8
in,sharp,0.06677570555232201,8
in,wall,0.06677570555232201,8
twice,in,0.06677570555232201,8
sharp,in,0.06677570555232201,8
wall,in,0.06677570555232201,8
pray,some,0.06677034345330872,10
some,pray,0.06677034345330872,10
and,times,0.06674136214194548,53
and,clarence,0.06674136214194548,53
times,and,0.06674136214194548,53
clarence,and,0.06674136214194548,53
the,receive,0.06673748778163428,24
the,witch,0.06673748778163428,24
the,wert,0.06673748778163428,24
the,victory,0.06673748778163428,12
not,wise,0.06673748778163428,14
not,fit,0.06673748778163428,14
wert,the,0.06673748778163428,24
wise,not,0.06673748778163428,14
receive,the,0.06673748778163428,24
fit,not,0.06673748778163428,14
witch,the,0.06673748778163428,24
victory,the,0.06673748778163428,12
this,show,0.06672753200820561,33
show,this,0.06672753200820561,33
law,to,0.06672488507510439,42
to,law,0.06672488507510439,42
no,rather,0.06672455914789024,12
no,husband,0.06672455914789024,12
husband,no,0.06672455914789024,12
rather,no,0.06672455914789024,12
him,hope,0.06671720774348411,18
hope,him,0.06671720774348411,18
reads,a,0.06671239137358581,12
regard,a,0.06671239137358581,6
a,reads,0.06671239137358581,12
a,odds,0.06671239137358581,6
a,regard,0.06671239137358581,6
odds,a,0.06671239137358581,6
i,fed,0.06670815446076916,7
i,satisfaction,0.06670815446076916,7
i,strain,0.06670815446076916,7
i,odd,0.06670815446076916,7
i,mile,0.06670815446076916,7
fed,i,0.06670815446076916,7
mile,i,0.06670815446076916,7
satisfaction,i,0.06670815446076916,7
odd,i,0.06670815446076916,7
strain,i,0.06670815446076916,7
s,pedro,0.06670136462258121,12
pedro,s,0.06670136462258121,12
do,to,0.06668011937059605,712
to,do,0.06668011937059605,712
good,king,0.06667661472386009,85
king,good,0.06667661472386009,85
right,on,0.06665494472542217,11
